Time (s),Magnetic Field x (µT),Magnetic Field y (µT),Magnetic Field z (µT),Absolute field (µT)
13.04929179,8.696201324,-24.33745575,-34.1137352,42.79816116
13.05932179,9.019573212,-24.06800079,-34.29067993,42.85407907
13.06935279,9.019760132,-23.69996643,-34.42623901,42.75757727
13.07938279,8.958280563,-23.46612549,-34.96803284,43.05430474
13.08941279,8.576330185,-23.04653931,-34.82583237,42.63255814
13.09944279,8.206054688,-22.76911163,-35.13601685,42.6651082
13.10947379,8.047988892,-22.73777771,-35.4328804,42.86333718
13.11950379,7.926187515,-22.69010925,-35.38381195,42.77475487
13.12953379,7.989480972,-22.6984024,-35.45536423,42.85011237
13.13956379,8.229734421,-22.93457794,-35.47725677,43.03904207
13.14959479,8.326471329,-23.08763885,-35.39281845,43.06995229
13.15962479,8.530973434,-23.38746643,-35.39204788,43.27063839
13.16965479,8.745702744,-23.53118896,-34.82361984,42.9288792
13.17968479,8.916948318,-23.88008881,-34.74110031,43.08961197
13.18971579,9.179922104,-24.24246216,-34.31529617,43.00590067
13.19974579,9.186477661,-24.45426178,-34.19627762,43.03240284
13.20977579,9.267341614,-24.56298828,-34.35541153,43.23792681
13.21980579,9.364149094,-24.61030579,-34.32306671,43.25999708
13.22983679,9.332668304,-24.3821106,-34.28576279,43.09407784
13.23986679,9.389673233,-24.248703,-34.29243851,43.03646012
13.24989679,9.487047195,-24.08579254,-34.25079346,42.93304461
13.25992679,9.605974197,-23.99021912,-34.56412888,43.15651004
13.26995779,9.714607239,-23.97068024,-34.31776047,42.97296578
13.27998779,9.891210556,-23.95376587,-34.19843292,42.90864435
13.29001779,10.22544098,-24.24188995,-34.16054153,43.11811069
13.30004879,10.37327003,-24.37741852,-33.86882019,42.99953774
13.31007879,10.52475357,-24.50720215,-33.78916931,43.04743149
13.32010879,10.75403976,-24.75553131,-33.58158112,43.08373582
13.33013879,10.90403748,-24.84359741,-33.41920471,43.04585473
13.34016979,10.8851738,-25.08800507,-33.48625183,43.23452403
13.35019979,10.81663322,-25.2173996,-33.34553528,43.18381085
13.36022979,10.92773628,-25.30970764,-33.51438904,43.395979
13.37025979,10.75284767,-25.20069885,-33.32137299,43.1394582
13.38029079,10.85999107,-25.29930115,-33.32899094,43.22980085
13.39032079,10.73583794,-25.29814148,-33.35438538,43.21769548
13.40035079,10.39818382,-25.04821777,-33.37301254,43.00341157
13.41038079,10.39672661,-24.92800903,-33.68132782,43.17324869
13.42041179,10.14087677,-24.53121185,-33.74037933,42.93053615
13.43044179,10.13358879,-24.32905579,-33.78147507,42.84601072
13.44047179,10.04573631,-24.49425507,-34.18818665,43.24022959
13.45050179,9.92530632,-24.2166214,-34.40142441,43.22516002
13.46053279,9.979242325,-24.23332977,-34.60883331,43.41210537
13.47056279,9.880727768,-23.98709106,-34.70733643,43.33138032
13.48059279,9.810750961,-23.94052124,-34.50752258,43.12967084
13.49062279,9.7231884,-23.97704315,-34.63384628,43.2312653
13.50065379,9.668706894,-23.88970947,-34.7191391,43.23911113
13.51068379,9.676025391,-23.91776276,-34.7024765,43.24288055
13.52071379,9.505319595,-24.04505157,-34.7700119,43.32977421
13.53074379,9.25019455,-24.04572296,-34.53385162,43.08537803
13.54077479,9.191543579,-24.23553467,-34.73302078,43.33853189
13.55080479,8.914188385,-24.38441467,-34.79293823,43.41210643
13.56083479,8.650312424,-24.49814606,-34.63449478,43.29590389
13.57086479,8.387041092,-24.87329865,-34.51904678,43.36574725
13.58089579,8.126211166,-24.96459198,-34.19202423,43.10870772
13.59092579,7.905408859,-25.17142487,-34.49198151,43.42571712
13.60095229,7.752824783,-25.11512756,-34.42592621,43.31305023
13.61098229,7.355327606,-25.16874695,-34.11178207,43.02534536
13.62101329,7.157957077,-25.37480927,-34.31361389,43.27287133
13.63104329,6.806035995,-25.4865036,-34.1522789,43.15393546
13.64107329,6.411243439,-25.52722931,-34.35116196,43.27523318
13.65110329,6.17417717,-25.83470917,-34.15060806,43.26449691
13.66113429,6.020359039,-25.98197174,-33.89736938,43.13164998
13.67116429,5.773752213,-26.20816803,-33.84156036,43.19091911
13.68119429,5.429933548,-26.30936432,-33.63760376,43.04828935
13.69122429,5.103630066,-26.47038269,-33.6929512,43.1502394
13.70125529,4.668970108,-26.75518036,-33.56147766,43.17420226
13.71128529,4.256883621,-26.62942505,-33.14974213,42.73350839
13.72131529,3.861995697,-26.82603455,-33.44147873,43.04513491
13.73134629,3.49432373,-26.83365631,-33.33816528,42.93819598
13.74137629,3.114183426,-26.9756546,-33.41265869,43.0556598
13.75140629,2.678228378,-26.98943329,-33.25932312,42.91602254
13.76143629,2.167016983,-26.97766113,-33.1075058,42.76209891
13.77146729,1.733272552,-27.12228394,-33.11991501,42.84333425
13.78149729,1.336805344,-27.24827576,-32.93512344,42.76655161
13.79152729,1.176744461,-27.40985107,-32.69752502,42.68269914
13.80155729,1.045095444,-27.60800171,-32.42538071,42.59928752
13.81158829,0.972291946,-27.93113708,-32.04396057,42.51951528
13.82161829,1.001369476,-28.31060791,-32.18808746,42.87850552
13.83164829,0.978555679,-28.4079895,-32.02238083,42.81827078
13.84167829,1.219287872,-28.6364975,-31.8347187,42.83672451
13.85170929,1.23830986,-28.41435242,-31.75048065,42.62630474
13.86173929,1.298118591,-28.41153717,-31.54071617,42.47019346
13.87176929,1.321264267,-28.42729187,-31.91540527,42.76037601
13.88179929,1.350317001,-28.36343384,-31.76595688,42.6073204
13.89183029,1.31129837,-27.84503174,-31.78897285,42.2800673
13.90186029,1.342033386,-27.74988556,-32.21712112,42.54174533
13.91189029,1.48777771,-27.38418579,-32.29743195,42.37016904
13.92192129,1.406965256,-27.06419373,-32.67308044,42.44973874
13.93195129,1.325925827,-26.70287323,-32.84280396,42.34915926
13.94198129,1.471151352,-26.53709412,-32.96612549,42.34556742
13.95201129,1.474956512,-26.29276276,-33.05392456,42.2616469
13.96204229,1.474029541,-25.86363983,-33.28810883,42.18055023
13.97207229,1.372499466,-25.67272186,-33.57351685,42.2865633
13.98210229,1.363239288,-25.48661041,-33.60058975,42.19508696
13.99213229,1.284519196,-25.13521576,-34.0463028,42.33886861
14.00216329,1.286512375,-24.91114044,-34.23583221,42.35932294
14.01219329,0.98326683,-24.48579407,-34.38478851,42.22362616
14.02222329,0.98326683,-24.48579407,-34.38478851,42.22362616
14.03225329,1.000890732,-24.43514252,-34.60588837,42.37505731
14.04228429,0.611991882,-24.32588959,-34.53936386,42.25033839
14.05231429,0.430932045,-24.08933258,-34.51822662,42.09500702
14.06234429,0.347733498,-24.04885864,-34.65581894,42.18405276
14.07237529,0.077135086,-24.12348175,-34.56634521,42.15187473
14.08240529,-0.190626144,-24.18550873,-34.55125046,42.17539661
14.09243529,-0.388339043,-24.18914795,-34.40821457,42.06175122
14.10246529,-0.637452126,-24.10471344,-34.49209976,42.08501516
14.11249629,-0.906084061,-24.03922272,-34.64122391,42.17486942
14.12252629,-1.347614288,-23.76361084,-34.67765045,42.06025089
14.13255629,-1.723941803,-23.66085052,-34.71513367,42.04697764
14.14258629,-2.0878582,-23.48399353,-34.89386368,42.11221707
14.15261729,-2.399032593,-23.53183746,-34.90006256,42.16061075
14.16264729,-2.712704659,-23.15210724,-34.79331207,41.88022685
14.17267729,-2.924827576,-23.01229095,-35.00500488,41.99369617
14.18270729,-3.14371109,-22.93539429,-35.10483551,42.05073967
14.19273829,-3.334565163,-22.95692444,-35.1088829,42.08055802
14.20276829,-3.488383293,-22.78856659,-35.18112946,42.06185273
14.21279829,-3.751081467,-22.8758316,-35.28511429,42.21864013
14.22282929,-3.868703842,-22.735672,-35.24615479,42.12088648
14.23285929,-4.118524551,-22.668396,-35.31697083,42.16760427
14.24288929,-4.301263809,-22.4627533,-35.22450256,41.99811587
14.25291929,-4.442315102,-22.59303284,-35.24623871,42.10079143
14.26295029,-4.66951561,-22.43609619,-35.2943306,42.08173666
14.27298029,-4.875203133,-22.52091217,-35.18437576,42.05828561
14.28301029,-5.094044685,-22.59356689,-35.17225647,42.11301677
14.29304029,-5.554654121,-22.64290619,-35.17901611,42.20330032
14.30307129,-5.725667,-22.69954681,-34.944664,42.06164797
14.31310129,-6.094527245,-22.71126556,-34.80181503,42.0013235
14.32313129,-6.190415382,-22.8757782,-34.64658356,41.97628167
14.33316129,-6.334125519,-22.93360901,-34.61941147,42.00684728
14.34319229,-6.399816513,-23.14485168,-34.63074875,42.14179125
14.35322229,-6.326436043,-23.21694183,-34.26247025,41.86844932
14.36325229,-6.476593971,-23.22957611,-34.48233032,42.07838614
14.37328329,-6.509331703,-23.17523193,-34.48088074,42.05227593
14.38331329,-6.547805786,-23.23670959,-34.64957809,42.23045933
14.39334329,-6.586275101,-23.10894775,-34.49249268,42.03729935
14.40337329,-6.573044777,-23.01088715,-34.63777542,42.10084715
14.41340429,-6.624689102,-22.92312622,-34.7399826,42.14525611
14.42343429,-6.716323853,-22.90850067,-34.71196747,42.12872054
14.43346429,-6.728900909,-23.05023956,-34.41352081,41.96286532
14.44349429,-6.692800522,-23.16364288,-34.38071442,41.99263571
14.45352529,-6.398241043,-23.28191376,-34.25817871,41.91190529
14.46355529,-6.288568497,-23.53082275,-34.17209625,41.9640069
14.47358529,-6.063158989,-23.67242432,-34.28376389,42.10133057
14.48361629,-5.827482224,-23.70173645,-34.24689484,42.05450827
14.49364629,-5.691187859,-23.80552673,-34.06687546,41.94811945
14.50367629,-5.58221817,-23.84946442,-34.03489685,41.93247329
14.51370629,-5.581878662,-23.95059204,-34.2019043,42.12550873
14.52373729,-5.682612419,-24.00791168,-34.1459198,42.12618837
14.53376729,-5.677574158,-24.08733368,-34.06046295,42.10165826
14.54379729,-5.705384254,-24.26770782,-33.94075394,42.11232397
14.55382729,-5.783074379,-24.33059692,-33.88253021,42.11232301
14.56385829,-5.77775383,-24.51218414,-33.78111649,42.1354179
14.57388829,-5.703723907,-24.56989288,-33.66994858,42.06991253
14.58391829,-5.529011726,-24.58683014,-33.71564865,42.09307723
14.59394929,-5.504928589,-24.73130798,-33.69003296,42.1540052
14.60398267,-5.272713661,-24.88301849,-33.72182465,42.23893436
14.61401267,-5.146410942,-25.0152359,-33.81835175,42.37839647
14.62404267,-5.123333931,-25.0203476,-33.89183426,42.43728047
14.63407367,-4.726126671,-25.10253906,-33.63983917,42.23875614
14.64410367,-4.651447296,-24.92128754,-33.75785828,42.21728947
14.65413367,-4.689640999,-25.0235672,-33.97184753,42.45301018
14.66416367,-4.644872665,-24.89546204,-34.09634781,42.47257711
14.67419467,-4.631541252,-24.79299164,-33.89302826,42.2478517
14.68422467,-4.433475494,-24.89070892,-34.06657791,42.42328165
14.69425467,-4.335339546,-24.72309875,-34.27896881,42.48616815
14.70428567,-4.319121361,-24.49534607,-34.30901718,42.3767088
14.71431567,-4.330410957,-24.56179047,-34.50840378,42.57773997
14.72434567,-4.447728157,-24.31037903,-34.43380737,42.3847131
14.73437567,-4.432640076,-24.29013824,-34.60806274,42.51325818
14.74440667,-4.627213478,-24.28705597,-34.83400345,42.71627311
14.75443667,-4.713995934,-24.03749084,-34.8372345,42.58703595
14.76446667,-4.846654892,-23.9885025,-34.95631027,42.6717933
14.77449767,-4.995928764,-23.88150787,-34.90512085,42.58700722
14.78452767,-5.094423294,-23.54237366,-34.89949036,42.40484563
14.79455767,-5.302088737,-23.42831421,-35.18613434,42.60354564
14.80458767,-5.589696884,-23.13051605,-35.20030212,42.48913689
14.81461867,-5.836886406,-23.00084686,-35.30709457,42.54055861
14.82464867,-5.990026474,-22.70037079,-35.31201172,42.40430901
14.83467867,-6.179820061,-22.56800079,-35.22720718,42.29019936
14.84470867,-6.614991188,-22.37903595,-35.57165146,42.54317508
14.85473967,-6.923837662,-22.05244446,-35.61123657,42.45479955
14.86476967,-7.416438103,-21.95206451,-35.72413254,42.58063335
14.87479967,-8.017783165,-21.72766113,-35.6479454,42.51061181
14.88483067,-8.406770706,-21.57250214,-35.59503937,42.46237711
14.89486067,-8.979805946,-21.37374878,-35.62030792,42.50035751
14.90489067,-9.785303116,-21.20662689,-35.54272461,42.52950098
14.91492067,-10.42320633,-21.10907745,-35.43062973,42.53899275
14.92495167,-10.981143,-20.98267365,-35.45919037,42.64050042
14.93498167,-11.51543617,-20.97737122,-35.13360596,42.50912421
14.94501167,-12.01945496,-20.84923553,-35.09815216,42.55629454
14.95504167,-12.38302422,-20.63600922,-34.89264679,42.38727362
14.96507267,-12.8128109,-20.60991669,-34.92665863,42.53008667
14.97510267,-13.1911459,-20.47915649,-34.60435104,42.31859275
14.98513267,-13.73061657,-20.51053619,-34.51886368,42.43540828
14.99516367,-14.25803852,-20.34766388,-34.44852066,42.47375264
15.00519367,-14.95118523,-19.95207214,-34.11008072,42.2506891
15.01522367,-15.49254513,-19.81052399,-34.00243759,42.29233474
15.02525367,-16.18037987,-19.80899811,-33.78623199,42.37582531
15.03528467,-16.79382324,-19.63360596,-33.37380981,42.20571245
15.04531467,-17.4270401,-19.64247131,-33.30042648,42.4080984
15.05534467,-18.09129524,-19.60250854,-32.88624573,42.34452105
15.06537567,-18.45440483,-19.35168457,-32.58085251,42.14931439
15.07540567,-18.65931129,-19.45846558,-32.68558502,42.36920165
15.08543567,-18.92150879,-19.34185791,-32.56228638,42.33714039
15.09546567,-19.15040779,-19.13500214,-32.53772736,42.32717953
15.10549667,-19.19857979,-18.95907593,-32.57790756,42.30073388
15.11552667,-19.34736443,-18.64167023,-32.70139313,42.3227302
15.12555667,-19.35274887,-18.39524841,-32.76689911,42.26799889
15.13558667,-19.50531387,-18.27868652,-32.86832809,42.36619693
15.14561767,-19.70245552,-18.00649261,-32.93065262,42.38924877
15.15564767,-19.93054581,-17.88479614,-32.81440735,42.354196
15.16567767,-20.33693695,-17.65865326,-32.77010345,42.4181414
15.17570867,-20.72780228,-17.53569794,-32.70186615,42.50358266
15.18573867,-21.05739784,-17.31747437,-32.40027618,42.34485588
15.19576867,-21.32236671,-17.36917114,-32.36734009,42.4732402
15.20579867,-21.61628532,-17.17668152,-32.14473343,42.37435624
15.21582967,-21.67782211,-17.0559082,-32.13578033,42.35021079
15.22585967,-21.85661888,-16.79493713,-32.05421448,42.27593131
15.23588967,-21.92292023,-16.55521393,-32.28398895,42.39039375
15.24591967,-21.89039612,-16.29333496,-32.52132034,42.45348611
15.25595067,-21.89679337,-15.93500519,-32.77732086,42.51760474
15.26598067,-21.7070179,-15.61698151,-32.76942444,42.29562525
15.27601067,-21.60389519,-15.39420319,-33.26875687,42.5502052
15.28604167,-21.5755806,-14.90058899,-33.4041481,42.46610814
15.29607167,-21.58323097,-14.46331787,-33.55149078,42.43496149
15.30610167,-21.63705254,-14.33472443,-33.4072876,42.30476606
15.31613167,-21.59641457,-13.99406433,-33.41770554,42.17798006
15.32616267,-21.76986504,-13.70999908,-33.64465332,42.35391122
15.33619267,-21.87132072,-13.62164307,-33.46540451,42.23549608
15.34622267,-21.96767807,-13.33618927,-33.64461899,42.33666509
15.35625367,-21.97085953,-13.10540771,-33.62732315,42.25242291
15.36628367,-21.87499428,-13.04836273,-33.51052094,42.09192509
15.37631367,-21.80913162,-12.95806122,-33.81753159,42.27499279
15.38634367,-21.76197433,-12.81806946,-33.85057831,42.23444191
15.39637467,-21.63179398,-12.71524048,-34.01185989,42.26604387
15.40640467,-21.61751556,-12.35221863,-34.08189774,42.20746424
15.41643467,-21.50107002,-12.06572723,-34.22813797,42.18344716
15.42646567,-21.37788391,-11.91893768,-34.29549026,42.13378275
15.43649567,-21.41348267,-11.61461639,-34.47911835,42.21665733
15.44652567,-21.37225342,-11.55329895,-34.49946213,42.1955545
15.45655567,-21.40674973,-11.29776764,-34.57279205,42.20386757
15.46658667,-21.41454697,-11.24765778,-34.60476303,42.22063775
15.47661667,-21.38007927,-11.37059784,-34.66528702,42.28569981
15.48664667,-21.30708694,-11.24604034,-34.64576721,42.19946165
15.49667667,-21.19889641,-11.32719421,-34.66124725,42.17938595
15.50670767,-20.96169472,-11.25297546,-34.55865479,41.95620005
15.51673767,-21.02969551,-11.25125122,-34.65965271,42.07291615
15.52676767,-20.82395172,-11.12104797,-34.66757965,41.94229074
15.53679867,-20.86433601,-11.0447998,-34.76530838,42.02302686
15.54682867,-20.64123535,-11.28007507,-34.77972794,41.98726195
15.55685867,-20.59965706,-11.23976135,-34.58492279,41.79467658
15.56688867,-20.48021507,-11.57287598,-34.90362167,42.09077659
15.57691967,-20.38537407,-11.55866241,-35.03277588,42.14809057
15.58694967,-20.32399559,-11.62145996,-34.91445923,42.03739516
15.59697967,-20.24601936,-11.69063568,-34.80977631,41.93200197
15.60700742,-20.36241722,-11.74578094,-34.90300751,42.08100923
15.61703742,-20.4524498,-11.52095032,-34.67809296,41.8760687
15.62706742,-20.46813965,-11.42937469,-34.7338829,41.90486807
15.63709742,-20.67420197,-11.4030304,-34.64987946,41.92929615
15.64712842,-20.8127327,-11.46130371,-34.43468857,41.8363371
15.65715842,-21.02885818,-11.28712463,-34.50095367,41.95149417
15.66718842,-20.99983025,-11.41360474,-34.43392563,41.91608853
15.67721942,-21.05970764,-11.35047913,-34.46171188,41.95180864
15.68724942,-21.00428772,-11.25575256,-34.34470749,41.80228464
15.69727942,-20.86717415,-11.36138916,-34.30882263,41.73266623
15.70730942,-20.68320656,-11.47740173,-34.54886627,41.87063344
15.71734042,-20.61483383,-11.54708862,-34.41441345,41.74516119
15.72737042,-20.48301697,-11.59516144,-34.50743103,41.77037885
15.73740042,-20.28613663,-11.74458313,-34.41126251,41.63649313
15.74743042,-20.04378891,-11.8012619,-34.4106369,41.534506
15.75746142,-19.95827675,-11.8908844,-34.34950638,41.4682352
15.76749142,-19.93098068,-11.87654877,-34.25328064,41.37129
15.77752142,-20.2450161,-11.93241882,-34.18653107,41.48448146
15.78755242,-20.40520477,-12.01522827,-34.17292786,41.57555881
15.79758242,-20.46739006,-12.18241882,-33.80709076,41.35510573
15.80761242,-20.58472824,-12.50744629,-33.72549057,41.44364805
15.81764242,-20.54850197,-12.52651978,-33.63896561,41.36102801
15.82767342,-20.50637245,-12.64652252,-33.68765259,41.41622605
15.83770342,-20.45616531,-12.75169373,-33.73639679,41.46329534
15.84773342,-20.23082542,-12.87491608,-33.72661209,41.3827757
15.85776442,-19.99547386,-13.09586334,-33.74737549,41.35463655
15.86779442,-19.79491043,-13.14981842,-33.78899002,41.30922476
15.87782442,-19.42027283,-13.29307556,-33.74676514,41.1423992
15.88785442,-19.13656807,-13.35787201,-33.9610939,41.20675771
15.89788542,-18.84288406,-13.58513641,-33.77124405,40.98910997
15.90791542,-18.55844498,-13.6566391,-33.95018005,41.03089564
15.91794542,-18.5014286,-13.77291107,-33.74318314,40.87295375
15.92797542,-18.19539261,-13.83178711,-33.97498322,40.94740689
15.93800642,-18.20399284,-13.80353546,-33.92111206,40.89700221
15.94803642,-18.04119492,-13.89138031,-33.81934357,40.77012583
15.95806642,-18.09160995,-13.83650208,-33.96315002,40.89316202
15.96809742,-18.02735138,-13.87537384,-33.96725464,40.88136231
15.97812742,-17.95279121,-13.85868073,-33.84053421,40.7375441
15.98815742,-17.95461464,-13.94049072,-33.76252747,40.70151999
15.99818742,-18.00230026,-13.7394104,-33.63513184,40.54844395
16.00821842,-17.91889572,-13.74356842,-33.65254593,40.52735304
16.01824842,-17.86972427,-13.82771301,-33.72457123,40.59408082
16.02827842,-17.79212189,-13.85459137,-33.52013397,40.39936491
16.03830942,-17.7642498,-13.89434052,-33.53805542,40.41562112
16.04833942,-17.61104584,-14.05620575,-33.46834946,40.34670087
16.05836942,-17.52472878,-14.11397552,-33.42980957,40.29730254
16.06839942,-17.42971039,-14.09384918,-33.17194366,40.03510004
16.07843042,-17.30266571,-14.313591,-33.22306061,40.10028534
16.08846042,-17.15350533,-14.46260071,-33.41396713,40.24801565
16.09849042,-17.13548279,-14.54819489,-33.31407928,40.1883394
16.10852142,-17.12955666,-14.54180145,-33.30112076,40.17275625
16.11855142,-17.29650116,-14.37834167,-33.16036987,40.06888808
16.12858142,-17.3170414,-14.36575317,-32.94043732,39.89144266
16.13861142,-17.41715813,-14.23479462,-33.02612305,39.95887359
16.14864242,-17.50756645,-14.18467712,-32.9309845,39.90200105
16.15867242,-17.43787003,-14.16149902,-32.95589828,39.88381373
16.16870242,-17.51676941,-14.07678223,-32.76418686,39.73015163
16.17873242,-17.32637405,-14.15917969,-32.76129913,39.67352175
16.18876342,-17.41321945,-14.14402008,-32.93188095,39.84698607
16.19879342,-17.25270462,-14.13559723,-32.87004852,39.72292808
16.20882342,-17.34348106,-13.9629364,-32.72443771,39.58091399
16.21885442,-17.47115135,-13.73890686,-32.67992783,39.52184679
16.22888442,-17.26963997,-13.9323349,-32.74489594,39.55475484
16.23891442,-17.37709618,-13.7726593,-32.99710846,39.75498437
16.24894442,-17.59993362,-13.78714752,-32.69272232,39.60627719
16.25897542,-17.76195908,-13.62451935,-32.69629288,39.62527332
16.26900542,-18.14756012,-13.58542633,-32.59140015,39.70008955
16.27903542,-18.55835724,-13.34570313,-32.1542511,39.45144204
16.28906642,-18.9628334,-13.32707214,-31.99842834,39.51074941
16.29909642,-19.41782188,-13.36343384,-31.78347397,39.57047369
16.30912642,-19.85656548,-13.13697815,-31.56945992,39.54104433
16.31915642,-20.22022247,-13.06838989,-31.36321449,39.53848043
16.32918742,-20.29724121,-13.05138397,-31.06250763,39.33441247
16.33921742,-20.28973198,-13.16943359,-31.20590782,39.48310889
16.34924742,-20.2708168,-13.02459717,-31.40550613,39.58348091
16.35927842,-20.08937073,-13.00120544,-31.50878143,39.5653569
16.36930842,-19.80389786,-13.02465057,-31.53912544,39.45316624
16.37933842,-19.43104935,-12.96883392,-31.76804543,39.43304505
16.38936842,-19.43104935,-12.96883392,-31.76804543,39.43304505
16.39939942,-19.17673874,-13.2762146,-32.16603851,39.73234471
16.40942942,-18.92358971,-13.15200043,-32.39402771,39.75487887
16.41945942,-18.70408821,-13.21211243,-32.43684387,39.70581407
16.42948942,-18.68398094,-13.3256073,-32.31389999,39.6339638
16.43952042,-18.76161194,-13.3802948,-32.3176384,39.69206625
16.44955042,-18.94167328,-13.33040619,-32.40029907,39.82795621
16.45958042,-19.17343712,-13.31780243,-32.13463974,39.71926011
16.46961142,-19.32323456,-13.26766205,-32.07182312,39.72430098
16.47964142,-19.60635757,-13.20195007,-32.00156021,39.78442659
16.48967142,-19.65333939,-13.17954254,-31.89128685,39.7115634
16.49970142,-19.83483887,-13.07522583,-32.10706329,39.94052925
16.50973242,-19.96557045,-12.902565,-32.22898102,40.04756428
16.51976242,-19.87968826,-12.71896362,-32.30361176,40.00621669
16.52979242,-19.83345795,-12.64195251,-32.54829025,40.156895
16.53982342,-19.78736687,-12.49958801,-32.66667938,40.18571301
16.54985342,-19.73963356,-12.2047348,-32.8288002,40.20371634
16.55988342,-19.7168026,-12.05475616,-33.11405563,40.3808139
16.56991342,-19.56616974,-11.76958466,-33.17854309,40.27621932
16.57994442,-19.68120956,-11.49428558,-33.29855728,40.35173513
16.58997442,-19.64305115,-11.3706131,-33.31406784,40.31088459
16.60000442,-19.61741066,-11.13387299,-33.51456833,40.39841852
16.610034,-19.72182846,-11.04159546,-33.56071472,40.46219125
16.620065,-19.71799088,-10.88917542,-33.4174881,40.3001466
16.630095,-19.76330185,-10.76269531,-33.55783081,40.40484772
16.640125,-19.73981476,-10.74159241,-33.50720596,40.34569302
16.650156,-19.93321991,-10.47409821,-33.43697357,40.31217175
16.660186,-20.12684441,-10.39694214,-33.37788391,40.33942744
16.670216,-19.99629211,-10.20153809,-33.38951111,40.23409661
16.680246,-20.10593414,-10.11624908,-33.71310806,40.53591912
16.690277,-20.14961624,-10.0286026,-33.80369949,40.6112054
16.700307,-20.13388443,-9.998100281,-33.71017075,40.51803207
16.710337,-20.12357903,-9.754714966,-33.82297134,40.54758054
16.720368,-20.14538193,-9.357147217,-33.80753708,40.45172654
16.730398,-19.99329376,-9.250793457,-34.14611053,40.63577045
16.740428,-19.90977097,-8.931938171,-34.20523071,40.57309832
16.750458,-19.8786869,-8.85383606,-34.53147888,40.81636485
16.760489,-19.83351135,-8.671943665,-34.61435699,40.82553722
16.770519,-19.7202816,-8.406593323,-34.55075836,40.6609791
16.780549,-19.83922958,-8.306686401,-34.90433502,40.99888624
16.790579,-19.75555229,-8.168258667,-34.89400482,40.92180187
16.80061,-19.87351227,-8.033805847,-34.94701004,40.99746379
16.81064,-19.97173119,-7.823272705,-34.96613312,41.02077654
16.82067,-20.01843834,-7.771270752,-34.87522125,40.9562154
16.830701,-20.09463882,-7.662033081,-34.97559357,41.05841456
16.840731,-20.126894,-7.614448547,-34.96885681,41.05962293
16.850761,-19.96640778,-7.761299133,-35.19772339,41.20406455
16.860791,-19.86798477,-7.683273315,-35.36205673,41.28249707
16.870822,-19.72465706,-7.686973572,-35.29906464,41.16036471
16.880852,-19.68260956,-7.778709412,-35.45881653,41.29456512
16.890882,-19.64708519,-8.02407074,-35.46091461,41.32638543
16.900913,-19.59679222,-8.327529907,-35.43591309,41.34109282
16.910943,-19.87093353,-8.586761475,-35.14071655,41.27295037
16.920973,-20.07322502,-9.086364746,-34.80183029,41.19057876
16.931003,-20.53627396,-9.476051331,-34.57424927,41.31480133
16.941034,-20.8162899,-10.12382507,-34.24669647,41.33577118
16.951064,-21.15464973,-10.6161499,-33.84989929,41.30420712
16.961094,-21.39622116,-11.2642746,-33.38814545,41.22439106
16.971124,-21.56431007,-11.80567932,-33.25935364,41.35913608
16.981155,-21.72266388,-12.51595306,-33.1758728,41.58319063
16.991185,-21.97291946,-12.91960907,-32.65114212,41.4224887
17.001215,-21.88531685,-13.57762909,-32.66795349,41.5994506
17.011246,-21.71623993,-14.07266235,-32.51933289,41.55889693
17.021276,-21.56562805,-14.55278015,-32.40140152,41.55370674
17.031306,-21.31313133,-14.86140442,-32.47574997,41.59068699
17.041336,-21.25257874,-15.05201721,-32.36864853,41.54473171
17.051367,-20.95487976,-15.36610413,-32.323452,41.47324066
17.061397,-21.00974464,-15.34047699,-32.53249741,41.65456748
17.071427,-20.95343399,-15.4881897,-32.53414154,41.68213984
17.081458,-20.95668602,-15.49052429,-32.6235733,41.7544796
17.091488,-21.09805679,-15.39681244,-32.67233276,41.82907078
17.101518,-21.06852722,-15.5134201,-32.40676117,41.65029666
17.111548,-21.35103416,-15.34752655,-32.46602249,41.77865301
17.121579,-21.37004662,-15.21394348,-32.41921234,41.70309698
17.131609,-21.6086998,-15.17046356,-32.49000168,41.86501022
17.141639,-21.7145462,-15.09976959,-32.300354,41.74730443
17.151669,-21.56772232,-14.97310638,-32.02294922,41.41050395
17.1617,-21.47590637,-15.18354797,-32.48928452,41.80081688
17.17173,-21.47954178,-15.15480804,-32.55113983,41.84035882
17.18176,-21.32662964,-15.28658295,-32.69618988,41.92309128
17.191791,-21.01226044,-15.37260437,-32.71920776,41.81361752
17.201821,-20.83581161,-15.44578552,-32.79534912,41.8119392
17.211851,-20.6532135,-15.48970032,-33.1522522,42.01854197
17.221881,-20.4552536,-15.65687561,-33.10102463,41.94321143
17.231912,-20.1969986,-15.81271362,-33.24731445,41.99219669
17.241942,-19.92760849,-15.80683136,-33.41205215,41.99203171
17.251972,-19.835886,-15.74407196,-33.27596283,41.81659811
17.262002,-19.69136429,-15.72189331,-33.29450607,41.75466311
17.272033,-19.40597534,-15.8600769,-33.43294907,41.78392037
17.282063,-19.09494781,-16.1004715,-33.74033737,41.97919223
17.292093,-18.90977478,-16.09488678,-33.90190125,42.02337291
17.302124,-18.69207954,-15.93503571,-33.8429451,41.81703162
17.312154,-18.61740303,-15.95523834,-34.268013,42.13637432
17.322184,-18.60361671,-15.85280609,-34.04488754,41.91014655
17.332214,-18.64787483,-15.72533417,-34.08565521,41.91492886
