Time (s),Magnetic Field x (µT),Magnetic Field y (µT),Magnetic Field z (µT),Absolute field (µT)
23.62119675,5.850086212,20.71129608,-40.34372711,45.72524042
23.63122675,5.419588089,20.72750854,-40.3924408,45.72254169
23.64125675,5.050167084,20.78845215,-40.3784256,45.69552696
23.65128675,4.701370239,20.84146881,-40.52929306,45.81586298
23.66131775,4.201122284,20.89640045,-40.20627213,45.50662917
23.67134775,3.926958084,21.08860016,-40.22267914,45.58523855
23.68137775,3.53591156,21.04432678,-40.35451889,45.64924485
23.69140875,3.099996567,21.14651489,-40.190979,45.52032364
23.70143875,2.614841461,21.2138443,-39.99787903,45.35079837
23.71146875,2.227254868,21.17262268,-40.11371231,45.41310968
23.72149875,2.185266495,20.98574829,-40.12950897,45.33822351
23.73152975,1.98279953,20.71620178,-40.40768814,45.45188413
23.74155975,1.707990646,20.58450317,-40.44137573,45.41083432
23.75158975,1.525257111,20.49537659,-40.52776718,45.44102533
23.76161975,1.405002594,20.40641022,-40.40943146,45.29147559
23.77165075,1.286832809,20.32462311,-40.22798157,45.08920873
23.78168075,1.152500153,20.25495911,-40.41969299,45.22547077
23.79171075,0.852983475,20.37085724,-40.26161194,45.12977732
23.80174175,0.67725563,20.23580933,-40.30318451,45.10314109
23.81177175,0.562017441,20.13663483,-40.2677269,45.02543454
23.82180175,0.438551903,20.2509079,-40.03678131,44.86909244
23.83183175,0.387649536,20.43679047,-40.04961395,44.9642553
23.84186275,0.477454185,20.33760071,-40.0955658,44.96109831
23.85189275,0.539167404,20.41075897,-39.98020935,44.89216995
23.86192275,0.573530197,20.51246643,-39.91981506,44.88520748
23.87195275,0.893531799,20.54484558,-39.50928879,44.54068903
23.88198375,0.988592148,20.62519073,-39.7197113,44.76640787
23.89201375,1.042064667,20.66118622,-39.44804764,44.54345044
23.90204375,1.304136276,20.60910797,-39.53379059,44.60220511
23.91207475,1.388986588,20.81132507,-39.26424026,44.46033174
23.92210475,1.36416626,20.74563599,-39.21731186,44.3873846
23.93213475,1.497787476,20.67182922,-39.45236969,44.56520352
23.94216475,1.774604797,20.71690369,-39.28244781,44.446035
23.95219575,1.938840866,20.57262421,-39.22943878,44.3389314
23.96222575,2.084983826,20.68815613,-38.81565475,44.0341006
23.97225575,1.980522156,20.86657715,-38.73561096,44.04297976
23.98228675,2.102949142,20.90886688,-38.7910881,44.11747529
23.99231675,2.063388824,20.73555756,-38.5514679,43.82278628
24.00234675,2.260484695,20.7990036,-38.73113632,44.020555
24.01237675,2.401538849,20.686409,-38.61483002,43.8725427
24.02240775,2.483633041,20.49642181,-38.59160995,43.76738625
24.03243775,2.673347473,20.54431915,-38.81537247,43.99828378
24.04246775,3.073335648,20.2243576,-38.7213974,43.79288354
24.05249775,3.505321503,20.01119232,-38.87408829,43.8626246
24.06252875,3.913679123,19.90840912,-38.76111984,43.75026913
24.07255875,4.40253067,19.78331757,-38.63117218,43.62487128
24.08258875,4.868595123,19.451828,-38.69029999,43.57770237
24.09261975,5.130487442,19.23239136,-38.70201111,43.5207128
24.10264975,5.286741257,19.35024261,-38.53408051,43.44256994
24.11267975,5.32384491,19.63851929,-38.45925903,43.51010652
24.12270975,5.228944778,19.84352875,-38.20414352,43.36662402
24.13274075,5.219707489,20.05504608,-38.09056854,43.36290617
24.14277075,4.974098206,20.37448883,-37.73104858,43.16819982
24.15280075,4.874788284,20.39665222,-37.81141663,43.23760181
24.16283075,4.803689957,20.52852631,-37.90272141,43.37178944
24.17286175,4.835687637,20.42704773,-37.67712402,43.13019625
24.18289175,5.067785263,20.14123535,-37.74282074,43.07983666
24.19292175,5.423532486,20.04580688,-37.47690582,42.84585801
24.20295275,5.95658493,19.86348724,-37.52998734,42.87818768
24.21298275,6.391195297,19.61342621,-37.72047043,42.99264768
24.22301275,6.819784164,19.55718994,-37.39530182,42.74811964
24.23304275,7.190244675,19.28015137,-37.73974228,42.98502068
24.24307375,7.366188049,19.24822235,-37.51438904,42.80285242
24.25310375,7.734127045,19.19276428,-37.34853363,42.6976801
24.26313375,7.916982651,19.02838135,-37.56993866,42.85158342
24.27316375,7.976894379,19.05554199,-37.36789322,42.69782159
24.28319475,8.064125061,19.10449219,-37.49294662,42.84545228
24.29322475,8.062372208,19.19873047,-37.26105499,42.68464966
24.30325475,8.200538635,19.05459595,-37.21615601,42.6071441
24.31328575,8.429582596,18.96461487,-37.17194748,42.57309196
24.32331575,8.761972427,18.89762115,-37.13756943,42.58040992
24.33334575,9.057056427,18.85572052,-37.13906097,42.62485563
24.34337575,9.219144821,18.79089355,-36.80516815,42.34041467
24.35340675,9.350214005,18.66320801,-36.65394592,42.18119945
24.36343675,9.830738068,18.48487091,-36.71339798,42.26354759
24.37346675,10.04088783,18.18550873,-36.57112885,42.05923943
24.38349775,10.29581261,18.08616638,-36.76774597,42.24902739
24.39352775,10.52313232,17.86512756,-36.6740036,42.12934413
24.40355775,10.64567375,17.66157532,-36.57142258,41.98488492
24.41358775,10.86255264,17.27259827,-36.6971817,41.98834178
24.42361875,11.00319099,17.04587555,-36.50435638,41.76362197
24.43364875,11.21397591,16.90219116,-36.67057037,41.90665882
24.44367875,11.42249107,16.76487732,-36.72359848,41.95422624
24.45370875,11.48303604,16.5611496,-36.63532639,41.81242557
24.46373975,11.66977119,16.20210266,-36.74265671,41.81763399
24.47376975,11.76649475,15.99256134,-36.64812851,41.68090378
24.48379975,11.92878151,15.68603516,-36.80653763,41.75007472
24.49383075,12.22809029,15.42529297,-36.71295547,41.65701567
24.50386075,12.1841507,15.191185,-36.70136261,41.54775141
24.51389075,12.27329445,14.96980286,-36.77548981,41.55917955
24.52392075,12.20371819,14.91494751,-36.66109848,41.41765974
24.53395175,12.17689705,14.75115204,-36.532547,41.23712282
24.54398175,12.26041222,14.50343323,-36.79211044,41.40442819
24.55401175,12.31889534,14.38476563,-36.64202118,41.24699238
24.56404175,12.35691261,14.03824615,-36.69635773,41.18723485
24.57407275,12.49046135,13.75662231,-36.4241333,40.88977585
24.58410275,12.67820549,13.5174408,-36.36796188,40.81772595
24.59413275,13.06606102,13.14347076,-36.53619385,40.96786833
24.60416375,13.19654465,12.94346619,-36.31451416,40.74832569
24.61419317,13.46662903,12.46127319,-36.39467239,40.7578901
24.62422317,13.75117493,12.43045807,-36.31304169,40.77067692
24.63425317,13.98080254,12.29812622,-36.15642548,40.66932322
24.64428417,14.18365479,12.08719635,-36.31221771,40.81486903
24.65431417,14.27423477,11.88755798,-36.04306793,40.54837308
24.66434417,14.6479187,11.62924957,-35.85609818,40.44083016
24.67437417,14.67082977,11.41629791,-35.50947189,40.08101419
24.68440517,14.84044647,11.42666626,-35.20148087,39.87419978
24.69443517,14.98444366,11.22065735,-35.48659515,40.12150469
24.70446517,15.01210976,11.1473465,-35.21438217,39.87078486
24.71449617,15.06961823,10.98707581,-35.32956314,39.94980926
24.72452617,14.9690094,10.99966431,-35.03108597,39.6514923
24.73455617,14.80887032,11.07192993,-35.01495361,39.59718739
24.74458617,14.76983261,11.07868958,-35.26147079,39.80272152
24.75461717,14.46563721,11.01144409,-35.15087509,39.57386234
24.76464717,14.37663841,10.92916107,-35.17264557,39.53794747
24.77467717,14.38960075,10.77279663,-35.15311432,39.4823404
24.78470817,14.44112396,10.75249481,-34.91259766,39.28169651
24.79473817,14.73715973,10.38641357,-34.8403244,39.22893917
24.80476817,14.99638557,10.02534485,-34.88297272,39.2711205
24.81479817,15.25805092,9.821578979,-34.42586136,38.91543989
24.82482917,15.73221207,9.537460327,-34.40870285,39.01825826
24.83485917,16.15470123,9.312545776,-34.31986237,39.05830044
24.84488917,16.62349129,8.658828735,-34.39192581,39.16784828
24.85491917,17.03443336,8.226196289,-34.33458328,39.20083972
24.86495017,17.34445,7.842643738,-34.29823303,39.22634058
24.87498017,17.57085991,7.477157593,-34.11836243,39.09866568
24.88501017,17.64060402,7.143066406,-34.29058838,39.21809224
24.89504117,17.44168282,6.980690002,-34.37009048,39.16944539
24.90507117,17.43934441,6.813461304,-34.1384964,38.93572813
24.91510117,17.34647179,6.764320374,-34.28956985,39.01833818
24.92513117,17.52209282,6.670806885,-34.2292366,39.02773424
24.93516217,17.53233147,6.65259552,-34.14186478,38.95261999
24.94519217,17.7735424,6.602767944,-34.2385025,39.13783857
24.95522217,18.02028847,6.573982239,-34.1852417,39.19921924
24.96525317,18.3959446,6.431427002,-34.13249969,39.30396375
24.97528317,18.83829689,6.29132843,-34.14971161,39.5052534
24.98531317,19.07808113,6.288864136,-33.87015152,39.37905732
24.99534317,19.45259666,6.109970093,-33.87350082,39.53668309
25.00537417,19.86452675,6.07509613,-33.56164932,39.47012188
25.01540417,20.19876671,5.931175232,-33.47299957,39.54251783
25.02543417,20.45285225,5.87184906,-33.51998901,39.70374592
25.03546417,20.56714058,5.902755737,-33.3020668,39.58380288
25.04549517,20.91495323,5.943153381,-33.35894012,39.8192821
25.05552517,20.89073753,6.160575867,-33.05088806,39.58202637
25.06555517,21.27798653,6.035797119,-33.0463829,39.76489633
25.07558617,21.36610985,6.285774231,-33.14974213,39.93653729
25.08561617,21.55259132,6.50302887,-32.94673538,39.90352052
25.09564617,21.88537788,6.717063904,-32.90989304,40.08927253
25.10567617,21.97702599,7.001144409,-32.52462006,39.87300596
25.11570717,22.27795219,7.225967407,-32.17470551,39.79614847
25.12573717,22.52837563,7.241348267,-32.36063385,40.08959287
25.13576717,22.6653614,7.50630188,-32.18668365,40.075501
25.14579717,22.91553307,7.488761902,-32.06098175,40.11371039
25.15582817,22.91418648,7.736656189,-32.07393646,40.17030235
25.16585817,22.97094536,7.724891663,-31.73816872,39.93306444
25.17588817,23.20199394,7.296714783,-32.13897705,40.30494282
25.18591917,23.28665733,7.189331055,-32.25186157,40.42446618
25.19594917,23.3425312,7.03653717,-32.38770294,40.53825256
25.20597917,23.47496223,7.255714417,-32.12789917,40.44652208
25.21600917,23.49861336,7.171569824,-32.06516647,40.3954347
25.22604017,23.92268562,7.113471985,-32.18010712,40.72414106
25.23607017,24.03695107,7.26537323,-31.96863937,40.65162442
25.24610017,24.38874245,7.392944336,-31.89241791,40.82392318
25.25613017,24.5810833,7.282585144,-31.69906044,40.76881327
25.26616117,24.7264843,7.555557251,-31.51854897,40.76646171
25.27619117,24.89666557,7.54977417,-31.50063133,40.85502198
25.28622117,25.12817192,7.29598999,-31.44104004,40.90471235
25.29625217,25.42269707,7.16242218,-31.39305496,41.02606144
25.30628217,25.68240929,6.924339294,-31.26529503,41.0493763
25.31631217,25.64826775,6.943939209,-31.18866348,40.97297475
25.32634217,25.70517159,6.905220032,-31.33672714,41.11481944
25.33637317,25.61075783,6.724617004,-31.3037014,41.0006477
25.34640317,25.60136223,6.786178589,-31.51436806,41.16597335
25.35643317,25.61308479,6.776275635,-31.53086853,41.18426513
25.36646317,25.66631889,6.962905884,-31.5304451,41.24816301
25.37649417,25.55648232,6.953231812,-31.75016212,41.34675339
25.38652417,25.57616615,7.062797546,-31.38041115,41.09444717
25.39655417,25.70295906,6.947227478,-31.54721451,41.2811436
25.40658517,25.74467659,7.023536682,-31.31151581,41.14036294
25.41661517,25.99050331,7.042732239,-31.38870049,41.3564609
25.42664517,26.23475075,6.979347229,-31.39255714,41.50260327
25.43667517,26.14590645,6.894897461,-31.15950775,41.25606572
25.44670617,26.19036293,6.748985291,-31.13963699,41.24513189
25.45673617,26.38785744,6.556846619,-31.30740547,41.46643094
25.46676617,26.5227375,6.226417542,-31.46197701,41.61826374
25.47679617,26.43530846,6.052574158,-31.70266533,41.71951793
25.48682717,26.35050774,5.9637146,-31.4100666,41.43075469
25.49685717,26.37191582,5.84803772,-31.63991547,41.60242469
25.50688717,26.52155113,5.574905396,-31.72867012,41.72745801
25.51691817,26.4722271,5.446105957,-31.68861008,41.64861206
25.52694817,26.60030556,5.427131653,-31.80310249,41.81467855
25.53697817,26.58656502,5.475013733,-31.72387505,41.7519516
25.54700817,26.57914925,5.477920532,-31.66948509,41.70629538
25.55703917,26.59376335,5.430732727,-31.88853455,41.87600438
25.56706917,26.59939766,5.4634552,-31.6597271,41.70989833
25.57709917,26.54580879,5.405174255,-31.87597656,41.83268764
25.58712917,26.52103615,5.500701904,-31.85502052,41.8134597
25.59716017,26.63398552,5.410415649,-31.76018906,41.80133241
25.60719017,26.609972,5.505599976,-31.97732544,41.96369363
25.61722425,26.73760033,5.56073761,-31.75967407,41.88672786
25.62725525,26.90123558,5.331520081,-31.99796295,42.14227349
25.63728525,26.99017525,5.60370636,-31.4639492,41.8312226
25.64731525,27.28334236,5.538749695,-31.29477119,41.88581171
25.65734525,27.29724693,5.524803162,-31.46267128,42.01860093
25.66737625,27.35209465,5.50151062,-31.35625839,41.97164092
25.67740625,27.45034981,5.302062988,-31.57115555,42.17074151
25.68743625,27.45258522,5.169906616,-31.34355736,41.98560417
25.69746725,27.53850746,5.172065735,-31.33777046,42.03778675
25.70749725,27.6246357,5.002853394,-31.64195633,42.30085625
25.71752725,27.74471855,4.842407227,-31.52890968,42.27635818
25.72755725,27.76991081,4.800933838,-31.55228806,42.30560003
25.73758825,27.88404655,4.581214905,-31.53023148,42.33985214
25.74761825,27.64940834,4.552787781,-31.38835716,42.07667553
25.75764825,27.61388969,4.390548706,-31.74642181,42.30412651
25.76767825,27.60857201,4.381484985,-31.73077583,42.28797458
25.77770925,27.54668236,4.243934631,-31.96541595,42.4101227
25.78773925,27.65809822,4.233474731,-31.85926628,42.4017164
25.79776925,27.57156563,3.920516968,-31.88337326,42.33333409
25.80780025,27.299963,4.09538269,-32.2990036,42.48865463
25.81783025,27.29215431,4.197814941,-32.15260696,42.38246656
25.82786025,27.11184502,4.203643799,-32.31957626,42.39431296
25.83789025,27.18896675,4.372406006,-32.32640457,42.46591904
25.84792125,27.00583839,4.657051086,-32.3191452,42.3737015
25.85795125,26.86144447,4.858390808,-32.48743439,42.43317751
25.86798125,26.67180443,5.300003052,-32.52623749,42.39612375
25.87801125,26.67180443,5.300003052,-32.52623749,42.39612375
25.88804225,26.61495018,5.60168457,-32.61736298,42.46912774
25.89807225,26.51674461,5.952613831,-32.67521286,42.49989284
25.90810225,26.5116291,6.124778748,-32.75575638,42.58308312
25.91813325,26.33062935,6.391647339,-32.93873215,42.6510876
25.92816325,26.24524117,6.815109253,-32.70529938,42.4840559
25.93819325,26.05066109,6.893005371,-32.81029892,42.45781649
25.94822325,25.78780174,7.195899963,-32.85819244,42.38457863
25.95825425,25.72477913,7.451187134,-32.75795746,42.31274309
25.96828425,25.68777275,7.748039246,-33.06537247,42.58183459
25.97831425,25.49077034,8.037109375,-32.93821335,42.41816118
25.98834525,25.49338722,8.229034424,-33.11035156,42.59020052
25.99837525,25.20644188,8.630569458,-33.20936203,42.57596937
26.00840525,24.98133659,9.007392883,-33.10977173,42.44357771
26.01843525,24.87095451,9.329727173,-33.32179642,42.61396841
26.02846625,24.80774117,9.51676178,-33.39505386,42.67578235
26.03849625,24.81565285,9.793418884,-33.18326187,42.57765315
26.04852625,24.77643394,9.790626526,-33.3330307,42.67105556
26.05855625,24.75336266,10.03376007,-33.33024597,42.71194915
26.06858725,24.83016396,10.2170105,-33.28323364,42.76327849
26.07861725,24.69008064,10.32979584,-33.10993195,42.5743157
26.08864725,24.70966148,10.44176483,-33.06827545,42.58061372
26.09867825,24.62862587,10.6523819,-33.44115067,42.87601906
26.10870825,24.41945457,10.79800415,-33.38261795,42.74699798
26.11873825,24.11152077,11.01797485,-33.53906631,42.75079149
26.12876825,23.86673164,11.43733215,-33.4907074,42.68560563
26.13879925,23.47846794,11.72551727,-33.68476486,42.70116621
26.14882925,23.0457592,12.13210297,-33.9740448,42.80806769
26.15885925,22.54301262,12.56147003,-34.06780624,42.73866364
26.16888925,22.21014977,12.91124725,-34.32485962,42.87408362
26.17892025,21.88457298,13.21050262,-34.57679367,43.00007645
26.18895025,21.5865078,13.61618042,-34.41646576,42.84706295
26.19898025,21.38610649,13.91859436,-34.74879074,43.11115027
26.20901125,21.27641106,14.04584503,-34.65306091,43.02099558
26.21904125,21.166399,14.38101196,-34.68399811,43.10231637
26.22907125,21.00990486,14.74264526,-34.40789795,42.92627555
26.23910125,20.81119728,15.05848694,-34.20715714,42.77842401
26.24913225,20.54416084,15.34389496,-34.52851105,43.00832166
26.25916225,20.41767311,15.48349762,-34.59828186,43.05416567
26.26919225,20.2535305,15.88923645,-34.66457748,43.17761301
26.27922225,20.29771233,16.27012634,-34.49398804,43.20358026
26.28925325,20.08023262,16.29670715,-34.46773911,43.09087427
26.29928325,19.8743763,16.7166748,-34.43641663,43.13125131
26.30931325,19.95731163,17.16676331,-34.23219299,43.18373637
26.31934425,19.96623421,17.45977783,-34.21829987,43.29418432
26.32937425,19.84767342,17.84622955,-33.78533554,43.05655521
26.33940425,19.91472816,18.17125702,-33.65142441,43.11854989
26.34943425,19.86576271,18.4465332,-33.69115448,43.24369325
26.35946525,19.91435432,18.75247192,-33.625,43.34601869
26.36949525,19.89185524,19.00389862,-33.59013748,43.41809996
26.37952525,19.77459908,19.37500763,-33.4021759,43.38353425
26.38955525,19.52896309,19.69765472,-33.2229805,43.27983866
26.39958625,19.3480587,19.98872375,-33.29985046,43.39097249
26.40961625,19.14481926,20.39813995,-33.0483284,43.29896336
26.41964625,18.84924507,20.6710434,-33.21733856,43.42784425
26.42967725,18.59778023,20.9910202,-33.36415482,43.58517162
26.43970725,18.2659626,21.233284,-33.1306076,43.38357868
26.44973725,17.94317436,21.43029022,-33.54115677,43.66032573
26.45976725,17.85439491,21.57929993,-33.42272949,43.60647257
26.46979825,17.81461906,21.70561981,-33.4346199,43.66197879
26.47982825,17.65899086,21.68297577,-33.60834885,43.72084753
26.48985825,17.70282173,21.6947403,-33.57584763,43.7194373
26.49988825,17.64524651,21.84514618,-33.57344055,43.76917918
26.50991925,17.39468193,22.12148285,-33.27514267,43.57946859
26.51994925,17.49266243,22.01703644,-33.265728,43.55860181
26.52997925,17.4118824,21.84919739,-33.72806931,43.79661784
26.54001025,17.1896534,22.11752319,-33.75461197,43.86391279
26.55004025,17.08340645,22.18379211,-33.68828583,43.80484003
26.56007025,16.9451313,22.25278473,-33.65270996,43.75875673
26.57010025,16.99178505,22.26567841,-33.44815826,43.62637374
26.58013125,17.01638222,22.31459808,-33.81758499,43.94459701
26.59016125,16.91965675,22.3446579,-33.88687897,43.97589212
26.60019125,17.04644966,22.22701263,-33.94952393,44.01354009
26.61022225,16.89853477,22.40419769,-33.81078339,43.93947684
26.62024875,16.99875069,22.41629791,-33.69215775,43.89315927
26.63027875,16.91169167,22.39598083,-33.9980545,44.08461163
26.64030875,16.56878853,22.45468903,-34.08273697,44.04963986
26.65033975,16.48513603,22.50046539,-34.31285858,44.219938
26.66036975,16.27474213,22.48514557,-34.12316895,43.98681236
26.67039975,15.8664341,22.58049011,-34.01548386,43.80268721
26.68042975,15.90063667,22.57741547,-34.19915009,43.95624873
26.69046075,15.70437622,22.30301666,-34.16445541,43.71798255
26.70049075,15.77848434,22.22835541,-34.18766785,43.72478685
26.71052075,16.00151062,21.85820007,-34.41607666,43.7983514
26.72055175,16.07191658,21.73371124,-34.46510315,43.80073107
26.73058175,16.24427795,21.41375732,-34.78158188,43.95661505
26.74061175,16.18133545,21.09809875,-34.80804825,43.80143389
26.75064175,16.28489494,20.74987793,-35.14656448,43.94355735
26.76067275,16.35303307,20.64926147,-35.32785797,44.06666811
26.77070275,16.0014019,20.47281647,-35.49761963,43.9916137
26.78073275,15.84035873,20.27390289,-35.87644958,44.14824728
26.79076375,15.55501556,20.21276855,-35.77587128,43.93663036
26.80079375,15.17053604,20.00241852,-36.21272659,44.06362987
26.81082375,15.10485077,19.59337616,-36.33919907,43.96128177
26.82085375,14.85074234,19.48404694,-36.3892746,43.86743597
26.83088475,14.70741081,19.4013443,-36.5459938,43.91275164
26.84091475,14.60555458,19.26900482,-36.62822342,43.8889909
26.85094475,14.58592987,19.2718277,-36.6841011,43.93035359
26.86097475,14.64498901,19.40653992,-36.79100037,44.09838095
26.87100575,14.41233444,19.50115967,-36.44947433,43.77870249
26.88103575,14.38576698,19.76303101,-36.64954758,44.05356993
26.89106575,14.21215057,19.89147186,-36.40302658,43.85015645
26.90109675,14.13339615,20.0790329,-36.48039246,43.9743048
26.91112675,14.05271149,20.30071259,-36.54160309,44.10086607
26.92115675,13.9150219,20.44058228,-36.4096489,44.0125865
26.93118675,13.92426682,20.54895782,-36.40042114,44.05831968
26.94121775,13.83276939,20.34635925,-36.19968796,43.76913584
26.95124775,13.9770298,20.17652893,-36.18015289,43.72016863
26.96127775,14.20658493,20.0777359,-36.30244064,43.8498544
26.97130775,14.20085526,20.0292511,-36.22348022,43.76043543
26.98133875,14.1283474,20.11441803,-36.3577919,43.887231
26.99136875,14.01425934,19.98787689,-36.22690964,43.68413521
27.00139875,14.0680027,20.04665375,-36.08154678,43.60796997
27.01142975,13.92199326,19.83703613,-36.53846741,43.84506243
27.02145975,13.60368347,19.79659271,-36.59690475,43.77554939
27.03148975,13.52625465,19.65141296,-36.84777069,43.89642128
27.04151975,13.24009514,19.51363373,-37.04057693,43.90998019
27.05155075,13.16410828,19.19506836,-37.00298309,43.71458743
27.06158075,12.9568882,19.20646667,-37.22524261,43.84618571
27.07161075,12.78772545,19.03674316,-37.02654648,43.55328526
27.08164075,12.60759544,19.02158356,-37.29573059,43.72349053
27.09167175,12.38391113,18.99115753,-37.22057724,43.58206844
27.10170175,12.17749977,19.00520325,-37.20544052,43.51705477
27.11173175,12.06619263,18.97219086,-37.41388702,43.65015433
27.12176275,11.92278862,18.96717834,-37.48876953,43.67281287
27.13179275,11.72316742,18.95877075,-37.46813965,43.59735234
27.14182275,11.61669731,19.12955475,-37.33058929,43.52539969
27.15185275,11.45357895,19.30909729,-37.19700623,43.44701349
27.16188375,11.27605438,19.49494171,-37.31002045,43.58026825
27.17191375,11.14572144,19.54190826,-37.07029343,43.36265605
27.18194375,11.05363274,19.70975494,-37.1535759,43.48615226
27.19197475,11.04576302,19.75714874,-37.08187485,43.44443865
27.20200475,10.92773628,19.93638611,-36.91388321,43.35331227
27.21203475,10.95339775,20.01293182,-37.11665726,43.56765553
27.22206475,10.69390297,20.258255,-36.71954346,43.27910961
27.23209575,10.76759911,20.25255585,-36.85937881,43.41337369
27.24212575,10.83269691,20.37827301,-36.92835617,43.54681186
27.25215575,10.82442474,20.4078598,-36.9773407,43.60014493
27.26218575,10.67266464,20.58811188,-36.90922928,43.58976172
27.27221675,10.70959473,20.63566589,-36.85890579,43.57872259
27.28224675,10.50975418,20.75286102,-36.67033386,43.4263694
27.29227675,10.2981987,20.96721649,-36.37498093,43.22980802
27.30230775,10.21520615,21.01097107,-36.56765366,43.39360132
27.31233775,9.842567444,21.03055573,-36.59714508,43.34179779
27.32236775,9.5405159,21.15962982,-36.31307602,43.09745779
27.33239775,9.123346329,21.36650085,-36.20947647,43.02195943
27.34242875,8.752336502,21.51398468,-36.42812347,43.20258223
27.35245875,8.227787018,21.42269135,-36.38038635,43.01349433
27.36248875,7.730865479,21.83493042,-36.28377151,43.04698065
27.37251875,7.229351044,21.76722717,-36.40096664,43.02448219
27.38254975,6.861930847,21.72141266,-36.36788559,42.91303957
27.39257975,6.435380936,21.82309723,-36.72582626,43.20240752
27.40260975,6.12364006,21.76795197,-36.70965576,43.11544418
27.41264075,5.744768143,21.8176651,-36.78141022,43.14956557
27.42267075,5.364997864,21.76850128,-36.69192886,42.99940109
27.43270075,5.032445908,21.8839798,-36.59322739,42.93365084
27.44273075,4.509990692,21.87902832,-36.43772125,42.74037232
27.45276175,4.119255066,21.87733459,-36.62015915,42.85582909
27.46279175,3.736162186,21.87503052,-36.67695999,42.86811475
27.47282175,3.13076973,21.76931,-36.62548065,42.72154503
27.48285275,2.937805176,21.77741241,-36.66114044,42.74255034
27.49288275,2.450895309,21.69953156,-36.56941986,42.59341529
27.50291275,2.287483215,21.67917633,-36.69775772,42.68424402
27.51294275,2.069265366,21.56716156,-36.85033035,42.74776209
27.52297375,1.867881775,21.63904572,-36.79528046,42.72739105
27.53300375,1.86598587,21.5402832,-36.62070847,42.52695607
27.54303375,1.657268524,21.64356995,-36.68486786,42.62593329
27.55306375,1.37146759,21.69290924,-36.52043915,42.49947894
27.56309475,1.030509949,21.75811768,-36.5951767,42.58737598
27.57312475,0.614854813,21.98371887,-36.36541367,42.49829706
27.58315475,0.30086422,22.05908203,-36.29922485,42.4773745
27.59318575,0.059844017,22.04289246,-36.50164413,42.64109184
27.60321575,-0.283999443,22.09693909,-36.34825897,42.53882113
27.61324567,-0.625778198,22.14247131,-36.21089935,42.44890889
27.62327567,-0.866236687,22.21527863,-35.7889061,42.13211091
27.63330667,-1.118346214,22.3290863,-35.94583893,42.33133744
27.64333667,-1.262209892,22.30747986,-36.0314827,42.39675196
27.65336667,-1.412773132,22.17717743,-35.95325851,42.26653433
27.66339767,-1.570166588,22.19197083,-35.90863037,42.24190724
27.67342767,-1.59316349,22.09580231,-35.69551849,42.01110199
27.68345767,-1.739236832,22.07004547,-35.85171509,42.13617598
27.69348767,-1.924694061,21.98655701,-36.13941956,42.34584728
27.70351867,-2.120934486,21.94477081,-35.88683701,42.11812436
27.71354867,-2.399003983,21.84339905,-36.03145599,42.20373352
27.72357867,-2.542581558,21.85781097,-35.72660065,41.95972611
27.73360867,-2.739926338,21.53598022,-35.81009674,41.87682735
27.74363967,-2.862865448,21.54290009,-36.08946609,42.12768811
27.75366967,-2.898073196,21.29354858,-36.00453949,41.93019083
27.76369967,-2.863306046,20.96323395,-36.05860519,41.80763935
27.77373067,-2.741249084,20.6339035,-36.27215958,41.82035367
27.78376067,-2.769189835,20.56941986,-36.2632637,41.78269666
27.79379067,-2.707956314,20.18791962,-36.47990417,41.78119834
27.80382067,-2.603288651,20.09990692,-36.31246567,41.58579725
27.81385167,-2.639158249,20.01281738,-36.39319611,41.61661614
27.82388167,-2.650808334,19.92042542,-36.52455521,41.68804705
27.83391167,-2.830079079,20.00172424,-36.41458893,41.64253363
27.84394167,-2.895422935,19.96401215,-36.51844025,41.71980025
27.85397267,-3.203163147,20.09670258,-36.42037964,41.72027998
27.86400267,-3.281841278,19.99964142,-36.35238647,41.62033327
27.87403267,-3.477449417,19.94015503,-36.40398788,41.65276427
27.88406367,-3.624509811,20.02759552,-36.13222885,41.47022565
27.89409367,-3.57139492,20.05178833,-36.48098755,41.78147352
27.90412367,-3.510704041,20.03499603,-36.27118683,41.58515484
27.91415367,-3.236064911,19.98067474,-36.34602356,41.60207817
27.92418467,-3.27402401,19.95336914,-36.47818756,41.70748543
27.93421467,-2.99471283,19.73105621,-36.37526703,41.49027519
27.94424467,-2.888223648,19.73709106,-36.54317474,41.63289829
27.95427567,-2.785193443,19.71042633,-36.59671402,41.66026507
27.96430567,-2.790309906,19.68651581,-36.45082092,41.52116424
27.97433567,-2.86274147,19.52237701,-36.69852829,41.66653899
27.98436567,-3.03407383,19.46073151,-36.66395187,41.61935898
27.99439667,-3.161856651,19.55944824,-36.66540909,41.67639112
28.00442667,-3.359826088,19.67340851,-36.35577774,41.47377495
28.01445667,-3.633955002,19.56702423,-36.16055679,41.27541561
28.02448767,-3.974220276,19.68676758,-36.37203217,41.54862174
28.03451767,-4.117357254,19.57777405,-36.1591568,41.32464746
28.04454767,-4.17527771,19.43838501,-36.64759064,41.6932807
28.05457767,-4.325242996,19.50279999,-36.5881958,41.6864847
28.06460867,-4.408794403,19.623703,-36.54172897,41.71121125
28.07463867,-4.374402046,19.53726959,-36.85681152,41.94359131
28.08466867,-4.33280468,19.56928253,-36.82021332,41.92204818
28.09469867,-4.246497154,19.67024231,-36.95643234,42.08003163
28.10472967,-4.032529831,19.63479614,-36.81492233,41.91807513
